amount,timestamp,device_id,location,region,account_age_days,transaction_type,velocity_last_1hr,device_change_flag,is_night,is_fraud
165908.43,2025-04-24 03:43:57,8f088443-29d7-4fd2-b8b0-83ecdaad20ab,Iganga,Eastern,7,transfer,10,1,1,1
176324.21,2025-03-18 04:20:37,c4aa196c-9e2b-4be5-8ad1-b82d63bc3303,Tororo,Eastern,29,withdrawal,4,0,1,1
223607.5,2025-05-21 00:40:52,4e0208d6-0db4-4d26-8874-988b92f5ece3,Kampala,Central,5,transfer,4,1,1,1
243688.29,2025-02-24 23:04:45,44467d08-63b6-492d-8f23-f8c06b5c5e88,Gulu,Northern,22,airtime,5,0,1,1
178405.91,2025-02-11 20:07:43,36ba2c18-ea82-41ff-9ff5-86d8a5bfb3d3,Fort Portal,Western,18,transfer,5,1,0,1
280985.9,2025-02-25 13:44:39,8d8d8047-c688-470c-9113-67733d798d45,Mbale,Eastern,4,airtime,4,1,0,1
212000.8,2025-05-14 05:11:46,0c7a3218-e498-441b-8887-4cf5c27e56c7,Soroti,Eastern,29,airtime,9,1,1,1
190078.02,2025-04-27 17:16:34,57577287-4121-4a72-9104-e53f5b734aa2,Kabale,Western,27,airtime,9,1,0,1
229334.55,2025-04-21 17:15:26,7415170a-b729-4828-a908-87624f8296d6,Mbale,Eastern,2,withdrawal,9,1,0,1
290560.77,2025-03-05 14:41:59,bfee85e5-33ad-4566-85d8-67bf17947908,Entebbe,Central,7,deposit,6,0,0,1
258910.46,2025-01-28 07:14:01,c1da0f84-1d5a-45ab-a4f0-758d477ca8d1,Masaka,Central,2,deposit,7,1,0,1
108002.63,2025-02-16 00:38:40,95c13a9a-dcfa-46c1-9a58-eed69526d4a0,Mbale,Eastern,13,deposit,8,1,1,1
166461.98,2025-04-17 08:53:59,bc277895-a85d-4fc7-97b0-c22c3cbe2be3,Bushenyi,Western,3,airtime,3,1,0,1
194108.94,2025-01-04 23:14:50,c0f98523-416e-46a4-8770-15e833ea0651,Luwero,Central,11,airtime,7,1,1,1
162903.51,2025-04-18 15:21:04,7c4ad605-1a71-4a6e-bd3d-82d3227626ce,Soroti,Eastern,29,deposit,3,1,0,1
240037.51,2025-01-08 00:41:19,47f2df3d-6e10-433a-8d20-9ba35db36b77,Kabale,Western,17,airtime,6,0,1,1
265253.83,2025-02-14 12:28:05,2209616d-6b43-43c7-b386-1c80114414a0,Masaka,Central,2,transfer,7,1,0,1
246269.02,2025-02-22 10:23:56,fc84def4-d273-4481-9bb5-7c6f18c63513,Tororo,Eastern,7,deposit,5,1,0,1
297866.66,2025-03-30 00:36:56,c697cd6f-0909-4d5a-ba82-9539acd8f31d,Njeru,Eastern,21,transfer,3,1,1,1
154509.53,2025-04-05 10:39:49,9e45a7a2-6efa-459d-a513-9e23ea5f45c9,Soroti,Eastern,1,airtime,6,1,0,1
274997.9,2025-03-22 01:05:29,daef1694-4341-49db-a701-beb515d78026,Tororo,Eastern,1,transfer,10,1,1,1
253324.53,2025-04-26 13:11:16,e09c7d96-290a-437e-9d42-b1afd627e012,Bushenyi,Western,6,deposit,8,0,0,1
172435.75,2025-03-23 03:23:34,74c9bbb2-b17e-4dd5-ac0d-b99a68371d77,Arua,Northern,30,deposit,10,1,1,1
246824.91,2025-05-12 19:44:07,21808357-22db-447f-8268-4bd7e44845a7,Arua,Northern,16,transfer,8,1,0,1
120815.19,2025-05-18 19:14:53,62f7f9cc-a993-46bf-9bbc-65fe64954c32,Iganga,Eastern,13,withdrawal,10,1,0,1
257866.7,2025-02-14 04:29:07,8583c2d7-412f-4e45-92d4-53a398e20591,Masaka,Central,16,deposit,8,1,1,1
206466.12,2025-01-10 10:55:08,a9fb953e-0f11-45f6-84f1-00c204dda8bd,Bushenyi,Western,30,withdrawal,7,1,0,1
158458.03,2025-05-18 17:15:04,e218eac2-db98-4979-bdee-c50a70e8ae89,Mbarara,Western,6,transfer,9,1,0,1
231155.46,2025-05-04 06:12:40,fe979189-ac9e-4c0b-a564-1bb2060b7887,Hoima,Western,29,deposit,6,0,0,1
228324.0,2025-04-01 23:06:36,5e95d0e9-abec-41a1-9281-a7d7db74a712,Njeru,Eastern,24,deposit,7,1,1,1
141897.24,2025-05-10 06:42:30,3d01803c-b646-4670-ba49-ba994a331100,Gulu,Northern,27,deposit,4,1,0,1
106079.48,2025-02-13 22:41:51,17f1f2e6-2601-485f-9989-fe844f165f29,Mbarara,Western,7,airtime,6,1,1,1
186724.52,2025-03-11 23:18:18,04fb3cc4-f341-4245-8443-cb3633d26c13,Njeru,Eastern,2,transfer,5,1,1,1
213902.37,2025-02-03 18:43:27,6635db14-a3bf-4759-95d1-4dfda0a7b4ee,Bushenyi,Western,20,airtime,5,0,0,1
275321.06,2025-02-03 21:40:01,a6e97b3f-1f62-4d3f-98ef-8ab50116bced,Iganga,Eastern,16,deposit,6,0,0,1
285643.36,2025-04-07 19:55:21,902e4390-f4c3-435e-bc52-7c0697c21f5e,Njeru,Eastern,3,deposit,3,1,0,1
205761.04,2025-02-26 17:21:09,321bceda-3f23-4350-9e0d-98fb9fea6f6f,Mbarara,Western,23,withdrawal,5,0,0,1
250760.7,2025-04-19 01:35:33,6a1cc513-d7dc-4f37-89e7-d509aa055b45,Masaka,Central,20,deposit,8,1,1,1
187860.65,2025-03-20 20:59:03,ce6c9fc9-d9c4-4a07-aed3-278d2ff263f8,Lira,Northern,10,deposit,4,0,0,1
249216.43,2025-05-01 22:21:00,4cc481a0-370b-47ed-94de-7ae65b762277,Lira,Northern,14,deposit,5,1,1,1
140960.3,2025-04-04 11:45:50,88bad2f5-e977-4c88-accb-cf2ddd18b011,Mukono,Central,28,airtime,4,1,0,1
174212.95,2025-03-30 07:05:32,eecd6703-ec66-49f7-88fd-7f272d125bb7,Soroti,Eastern,27,airtime,6,1,0,1
226845.6,2025-01-20 07:21:38,5b2a7754-3047-44cd-8d58-ce6e1f041a26,Fort Portal,Western,13,airtime,7,1,0,1
103631.59,2025-03-30 23:11:16,daf15e4a-39fe-4032-8683-858a25234ce3,Jinja,Eastern,24,transfer,4,1,1,1
244492.26,2025-04-24 18:28:48,1a1aedb6-ac0c-40d8-8aa1-bd8f08973b99,Jinja,Eastern,23,withdrawal,3,1,0,1
267107.1,2025-01-20 03:05:06,d987614e-8b79-49cc-a748-b0441f5deb41,Mbale,Eastern,6,transfer,9,0,1,1
179828.33,2025-03-12 12:17:43,c234d3fe-38bd-4111-b753-01691373c8e9,Arua,Northern,11,deposit,10,1,0,1
189588.48,2025-01-25 12:47:42,8ef4d3de-a46f-4ab7-87b3-1dd97dc603dc,Kasese,Western,29,transfer,8,1,0,1
270256.44,2025-04-19 19:16:00,5dc30b4e-4e1c-478c-b879-9ba0c1cc41e4,Mbarara,Western,2,deposit,6,1,0,1
255130.93,2025-05-05 14:24:56,fbb789b4-2c58-4fa6-9edb-fa6d5f33c4c5,Masaka,Central,7,withdrawal,3,1,0,1
157629.9,2025-03-16 03:05:02,1f6dfb17-6e88-4889-9b90-d1b699c89982,Gulu,Northern,29,withdrawal,9,1,1,1
164795.22,2025-02-01 01:52:00,ace7d0a2-fa63-49d0-8e13-acaf283ef64f,Mbale,Eastern,11,transfer,10,0,1,1
235775.65,2025-04-17 17:50:32,2733bea0-5c91-4be4-81f4-00bf45e92718,Hoima,Western,10,transfer,8,1,0,1
212639.62,2025-02-09 06:45:47,1b34ab51-da2a-4d6d-95ec-9d6b1046db77,Mbarara,Western,16,deposit,7,0,0,1
132445.91,2025-01-18 14:49:34,b5d24170-36da-4034-af14-a5e899f9a988,Kampala,Central,8,airtime,7,0,0,1
161985.98,2025-03-07 22:48:46,d973a2ab-928a-4c52-aab1-9054d5d435ab,Fort Portal,Western,8,deposit,7,0,1,1
279996.66,2025-04-17 07:51:05,eaff663c-57ac-428c-bcb3-00852f46c1f7,Masaka,Central,21,transfer,7,0,0,1
237634.89,2025-04-19 18:30:43,fdf51f37-28c7-49a0-a744-172832056e3e,Lira,Northern,11,airtime,9,0,0,1
297194.86,2025-03-26 13:37:36,524211b0-9525-4a1a-8e83-311509c12c51,Hoima,Western,4,transfer,8,1,0,1
253402.51,2025-03-19 19:05:44,b2d1d4c7-689f-40d9-ae50-41c521d72c49,Hoima,Western,25,withdrawal,8,1,0,1
288394.89,2025-02-03 12:47:25,f0c96e79-41cc-40ff-b5ee-3f327a70c22a,Luwero,Central,13,transfer,8,0,0,1
143237.71,2025-05-05 03:44:46,bd190693-488a-4908-9272-6504c57c29db,Njeru,Eastern,12,transfer,8,0,1,1
254296.97,2025-01-20 18:26:27,2399257b-dd98-4fa7-a4a2-df2b26448194,Kampala,Central,2,deposit,6,1,0,1
104043.5,2025-05-14 02:15:17,0301d215-0c75-4756-8d47-e93be689f568,Hoima,Western,5,deposit,9,0,1,1
234152.0,2025-04-11 17:07:46,5757aa4e-3a0e-4725-8742-2bfa035852f8,Kasese,Western,9,deposit,4,1,0,1
193856.46,2025-02-27 09:48:59,307dc30f-7ae8-4fda-8dae-4b62465402fc,Jinja,Eastern,6,deposit,8,1,0,1
169352.01,2025-03-03 00:43:50,b679618d-9c0e-47a9-9e02-cfdfcd6e08bb,Soroti,Eastern,11,airtime,10,0,1,1
272480.87,2025-04-11 21:00:37,e1592c5a-1000-482e-a9bc-044b651b57bb,Masaka,Central,27,deposit,10,1,0,1
270853.54,2025-01-30 03:02:41,5fa35f3a-e85b-49fe-b19d-646b6d8363b6,Arua,Northern,16,transfer,9,1,1,1
104460.34,2025-04-08 04:39:53,c36c9b0a-cb29-4023-b5ed-e8d80c0ec1c1,Lira,Northern,10,deposit,9,1,1,1
221901.02,2025-03-30 22:15:38,e873eed5-f403-4402-9fb3-a1e3fae5943d,Gulu,Northern,6,transfer,3,1,1,1
173566.44,2025-04-15 20:26:55,ebaf1fe5-ab55-4b2d-ad6f-693a1d8fd422,Arua,Northern,26,transfer,5,1,0,1
183132.2,2025-05-17 13:41:01,cce54268-60e6-4c71-8404-7f08fbe6d33b,Bushenyi,Western,5,withdrawal,3,1,0,1
266408.15,2025-02-09 02:38:21,7e521666-73ae-4f8a-a506-a8bf26479ccb,Fort Portal,Western,12,deposit,7,0,1,1
161967.95,2025-04-19 13:05:55,aa0d4739-7a21-440d-ae9d-f8e82b241660,Fort Portal,Western,20,deposit,5,1,0,1
288609.76,2025-05-10 19:46:58,f12e92eb-32cc-4a01-8a13-ffd7f096a5db,Masaka,Central,2,withdrawal,7,1,0,1
135926.77,2025-03-03 21:13:31,1792d219-1888-4a68-8d9e-648966c1f5e4,Mbale,Eastern,18,airtime,3,1,0,1
232544.48,2025-03-14 08:03:04,db079563-6f91-45ab-b540-6796908bf69f,Entebbe,Central,22,airtime,6,1,0,1
234421.01,2025-04-13 07:31:13,a2f3bb2d-e7f8-4ec2-8653-8100e8f4a2f2,Bushenyi,Western,15,deposit,7,0,0,1
150439.03,2025-05-11 01:34:12,e14ffd4b-4773-49c1-9e98-c1efad61f7e4,Mukono,Central,15,withdrawal,3,0,1,1
164950.12,2025-03-08 06:28:04,306b3b91-3305-4a93-9b09-6c7016d0aff6,Iganga,Eastern,17,deposit,7,1,0,1
266959.7,2025-03-07 18:02:20,4e563736-aab8-462a-a60b-8aacbd15241e,Entebbe,Central,13,transfer,7,1,0,1
252361.05,2025-04-05 06:15:13,54b1aff2-1448-41ee-ad9c-4d2a48de9f29,Arua,Northern,14,withdrawal,7,1,0,1
165819.18,2025-01-07 19:11:50,960a48dc-b7ac-4621-9df8-764f4f3d07d8,Entebbe,Central,17,deposit,8,0,0,1
206791.31,2025-03-22 14:45:06,47cd7df6-4160-4c9c-b102-f3e6d61d95b1,Kampala,Central,17,airtime,8,1,0,1
112336.06,2025-03-18 19:39:18,f4bc336f-e603-4bae-9860-70d2b63dc57d,Hoima,Western,26,transfer,5,1,0,1
141749.18,2025-02-19 10:38:25,39d6bfc1-6d14-4887-a28e-aef20a361eb7,Jinja,Eastern,13,transfer,5,1,0,1
197164.11,2025-02-13 14:28:29,bda9c022-d4e2-424a-9b31-6718a745f1fc,Mbale,Eastern,11,transfer,5,1,0,1
117194.75,2025-01-30 00:24:36,a45c7166-3eb1-4683-a38b-3814f93b3b4c,Kabale,Western,23,transfer,5,1,1,1
268666.47,2025-05-17 10:28:50,f2e44c38-db57-4d30-b8d9-97bcef728067,Gulu,Northern,24,airtime,10,1,0,1
243601.24,2025-02-06 03:37:56,766ae5d7-17fc-4db2-b6b9-98fb89087912,Arua,Northern,9,airtime,9,1,1,1
288726.73,2025-01-01 21:44:14,9e0e432b-73c6-4253-89f8-88224d1013f0,Mbarara,Western,2,airtime,4,0,0,1
238693.38,2025-04-28 22:24:53,02a039c5-3e8a-4dd1-9464-87b4e8322c3e,Kabale,Western,20,transfer,4,1,1,1
288080.27,2025-03-12 09:24:53,f0a033f9-4ed6-436f-aad6-b5e99038f099,Mukono,Central,28,transfer,5,1,0,1
210902.51,2025-05-04 17:21:31,e50fc486-c9f5-431e-93e0-336852c06a7d,Bushenyi,Western,13,transfer,5,1,0,1
220043.72,2025-03-14 03:17:38,7f0eadb5-3489-46c7-9673-deb8e9472017,Soroti,Eastern,20,airtime,3,0,1,1
295394.21,2025-03-13 20:17:49,3b6661ff-3320-47ad-a51e-549b0b91ba27,Tororo,Eastern,12,withdrawal,9,1,0,1
228425.83,2025-01-27 20:57:22,787a50bb-71c6-4d70-9fc1-7492766027b0,Hoima,Western,14,withdrawal,6,1,0,1
106157.31,2025-01-20 05:18:52,761784cd-29ea-433d-acc2-9525750a8bc6,Soroti,Eastern,2,deposit,6,0,1,1
244760.56,2025-03-23 18:46:22,ded6fb62-4c66-44a8-af30-db58c3eefff8,Bushenyi,Western,8,withdrawal,4,1,0,1
281093.74,2025-01-22 04:23:44,9f1cbba7-9706-4048-ba82-34fb27ca76f5,Fort Portal,Western,9,transfer,9,1,1,1
259116.05,2025-05-12 21:27:38,8901b2fa-0e5d-4d02-8da5-a513896c4ebd,Mbale,Eastern,21,deposit,10,0,0,1
216766.65,2025-02-02 06:59:46,cbf5a5ee-5da3-4820-8285-42a52975f9ad,Tororo,Eastern,26,deposit,3,1,0,1
234260.7,2025-03-07 01:47:17,ac2acb13-5c4d-4653-b6c4-56905db73d42,Jinja,Eastern,6,withdrawal,4,1,1,1
298038.36,2025-01-04 13:53:19,37775b84-6d1c-4982-b894-8086c528499d,Mbarara,Western,17,airtime,5,1,0,1
118132.42,2025-03-09 13:50:58,0de6547e-b215-4380-a887-8e559ff4268b,Mbale,Eastern,8,withdrawal,8,1,0,1
233448.97,2025-03-19 19:19:26,49aef3e4-9d76-4d2b-9996-3ae8fac67736,Lira,Northern,30,deposit,6,0,0,1
156679.54,2025-04-21 06:55:51,2ebcbc14-6769-44ca-b901-67c58d637ed9,Mukono,Central,21,deposit,4,1,0,1
228018.08,2025-04-26 13:27:46,6cdbf180-e1d9-4c9d-a247-2fc46a9ca49e,Kampala,Central,19,deposit,4,1,0,1
221524.72,2025-04-24 18:13:07,a0fefc76-4d4e-492e-9ef5-89856f5656f4,Gulu,Northern,6,deposit,4,1,0,1
130691.37,2025-04-14 15:12:17,39e95a47-25e7-44d2-a58e-204d56921561,Entebbe,Central,16,deposit,3,0,0,1
141349.33,2025-03-23 22:02:26,e1001b5a-3a72-4bb0-8881-522ac58f90b7,Jinja,Eastern,20,airtime,3,0,1,1
224325.92,2025-05-21 07:08:45,d3874e44-be71-4e3b-a593-a40be7cc39b8,Arua,Northern,4,transfer,10,1,0,1
125645.99,2025-02-16 02:41:34,6c5aee1f-d390-4dd4-a262-1e094f0b12c1,Mukono,Central,29,withdrawal,3,1,1,1
153036.18,2025-05-05 02:59:46,df0dda1a-cddd-4122-be17-f26ed9606953,Mbarara,Western,21,withdrawal,10,1,1,1
267049.11,2025-02-17 04:09:21,f025f04a-90cc-4b66-bb3c-fe3173435347,Hoima,Western,27,deposit,5,0,1,1
165418.3,2025-05-09 09:15:24,84cf35af-2ca7-4449-b6ff-f5873c24c423,Kabale,Western,17,deposit,7,0,0,1
197612.03,2025-03-15 12:21:30,d4153cf8-de29-402c-8cc5-aa7e16574596,Kasese,Western,30,transfer,4,1,0,1
288228.07,2025-03-13 19:29:27,433de21d-019e-4e5a-94d2-32975d59d7a7,Lira,Northern,11,airtime,10,1,0,1
145429.82,2025-05-13 08:05:45,fa4e61c2-4c31-4aa0-90c7-625ebdb516f8,Tororo,Eastern,4,withdrawal,10,0,0,1
177925.2,2025-02-04 16:34:59,098d54b5-b44d-417c-9658-8b645ab33aa6,Gulu,Northern,29,transfer,3,1,0,1
221291.56,2025-04-11 16:53:56,34335f0b-5259-4be5-a899-48698710c593,Mbale,Eastern,18,deposit,3,0,0,1
251067.79,2025-04-11 06:22:54,518322a1-9db0-45c0-81ed-344911786238,Gulu,Northern,2,deposit,3,0,0,1
280330.68,2025-04-29 10:31:11,0c221fd8-4689-4df3-91e1-7c3be960ae4e,Bushenyi,Western,30,deposit,7,1,0,1
283094.6,2025-01-08 07:01:53,e5f89338-c759-46c5-9250-90e7f1f67aff,Njeru,Eastern,21,withdrawal,5,0,0,1
255328.01,2025-03-20 12:44:08,59a73d17-bb10-4d0f-b4b9-8f09f5690878,Jinja,Eastern,4,transfer,3,1,0,1
145666.17,2025-04-06 15:11:26,877b0857-482b-4808-b64a-47411c2addaf,Tororo,Eastern,28,deposit,5,1,0,1
104961.87,2025-04-20 08:51:10,6433969b-7354-4fe7-a16f-7cecf4f7ffd0,Lira,Northern,18,deposit,5,1,0,1
176754.79,2025-02-23 01:22:19,7c57156f-546e-4079-b9fd-3ce3557fb6ab,Masaka,Central,6,transfer,9,1,1,1
128309.77,2025-01-14 21:48:56,382a1f79-f066-4adf-91f5-d7df9c21f0a7,Mbale,Eastern,21,withdrawal,5,1,0,1
242077.53,2025-04-16 23:57:11,2b20af79-19e0-41ae-924c-184ea004ec69,Mbarara,Western,4,transfer,10,1,1,1
232226.12,2025-02-19 12:01:21,50bf47b4-c018-4d8e-a3be-4e6d4ec69c2a,Kabale,Western,6,deposit,5,0,0,1
108794.33,2025-04-16 03:42:57,8aa37f4f-8015-401e-8ab0-d43d249d92db,Luwero,Central,22,withdrawal,4,0,1,1
267318.76,2025-01-08 07:43:13,d347a496-97e5-4960-b848-ea63eba0056f,Lira,Northern,13,transfer,4,1,0,1
149748.65,2025-05-11 14:46:15,cf85e1af-ed11-4b3b-895d-f63a4e325df8,Entebbe,Central,30,transfer,9,0,0,1
186445.42,2025-04-08 06:38:44,a1113915-d73e-4420-ad63-e0db83c4c0f3,Tororo,Eastern,1,deposit,8,1,0,1
233586.75,2025-03-05 01:36:31,0f37fb60-e99f-43ac-b466-c096743d9e09,Fort Portal,Western,17,transfer,7,0,1,1
185883.76,2025-01-18 15:51:36,e1294200-7d60-4766-be40-2b67eb6e8cf7,Entebbe,Central,15,deposit,3,1,0,1
188257.56,2025-05-13 16:09:59,5765a63d-1886-41ff-8b2b-b6b4ef08e96b,Gulu,Northern,20,airtime,4,1,0,1
113125.6,2025-05-07 17:14:48,288047fc-29ce-4aab-ace8-6771c3cb25f6,Hoima,Western,7,withdrawal,7,0,0,1
180288.71,2025-03-20 00:25:32,7f69d0c3-6315-45fa-b343-8ad190725f1f,Kampala,Central,12,deposit,4,1,1,1
252969.58,2025-05-12 04:09:59,659f7923-b92b-4ee3-8e86-f86875db0ba7,Soroti,Eastern,25,withdrawal,3,1,1,1
283035.27,2025-03-16 19:28:35,7379f258-b2f0-46b2-b6d8-2334f3ea7f6b,Kampala,Central,15,airtime,8,1,0,1
182699.43,2025-02-04 12:55:15,07dc2361-0313-477d-8914-510b155145c8,Soroti,Eastern,17,airtime,5,1,0,1
184717.17,2025-05-19 22:54:23,a9826e57-be0e-4ed5-9c1a-760478abffa2,Entebbe,Central,30,transfer,10,1,1,1
240525.42,2025-04-01 17:28:55,34f98ee3-9df2-48d0-ac2f-9fcca9a14fbe,Luwero,Central,17,airtime,9,1,0,1
288554.4,2025-03-25 18:56:26,7dafedb6-2b6d-40d5-93fd-b37e9082af08,Luwero,Central,2,withdrawal,6,0,0,1
153412.19,2025-05-05 19:14:08,7a37a089-be2e-4f78-8778-4d6d88828243,Iganga,Eastern,13,airtime,7,0,0,1
188028.84,2025-03-26 04:20:15,eec910b2-16dd-483e-ab0c-93921dae7edd,Hoima,Western,30,deposit,8,1,1,1
259194.65,2025-02-23 21:56:53,4b8f7b2d-6bc4-4b3e-a4fb-a2d6c8e0dd86,Kampala,Central,3,transfer,5,1,0,1
221938.71,2025-05-13 15:21:25,1ce907a9-f7a3-481f-bbde-e5122743615f,Iganga,Eastern,21,transfer,6,0,0,1
122117.27,2025-04-29 12:28:21,25928f48-e06f-4e06-946e-f3913fd18a46,Mbale,Eastern,18,deposit,3,1,0,1
225546.55,2025-04-26 16:20:08,f3968fb9-932c-4bb4-8e83-7abfbc5768fe,Bushenyi,Western,30,deposit,5,1,0,1
137349.26,2025-05-17 13:10:45,2f382c5b-c0ac-4f55-85a6-60d921ca4a1e,Mbarara,Western,3,deposit,4,0,0,1
202043.19,2025-02-20 06:14:30,c7faab1d-f4e7-4e11-a063-f505f20ecc17,Soroti,Eastern,1,transfer,6,0,0,1
205820.65,2025-02-18 03:21:20,e16d2209-7b19-4ded-b9e6-a7afb52a905e,Bushenyi,Western,1,withdrawal,3,1,1,1
275240.67,2025-05-03 05:01:34,8379f9f0-5502-4eec-af14-8f2ebc47f8d8,Jinja,Eastern,10,withdrawal,9,1,1,1
192498.85,2025-04-27 06:39:40,5fa430a5-bcb4-476d-a910-8b1f2e571ba2,Lira,Northern,22,transfer,7,0,0,1
155888.48,2025-03-07 05:15:12,8fd91e6b-f437-4da6-9f3e-a7a2f1cb2f57,Luwero,Central,26,withdrawal,4,1,1,1
146193.27,2025-01-11 04:10:11,65ab1843-6ee0-45c9-badb-2a5fefd37cba,Mukono,Central,9,airtime,10,1,1,1
274850.38,2025-01-23 06:55:19,f2802243-20fb-4691-8ea1-66e53b29484b,Kasese,Western,18,transfer,6,1,0,1
134202.17,2025-05-05 07:12:33,6dd43197-8810-436f-a9dc-aecaefd0e516,Lira,Northern,6,airtime,3,1,0,1
185173.71,2025-04-19 19:24:46,385c11b7-3cbf-4655-b281-c19502fd3e3c,Tororo,Eastern,1,airtime,7,1,0,1
137434.62,2025-01-31 09:48:14,ca5ca3cd-ab2c-49fb-b75c-3b677b6e368a,Lira,Northern,8,withdrawal,3,0,0,1
254660.81,2025-04-05 17:38:33,56656bd3-fac0-40a3-a565-ff94803ca209,Mbarara,Western,25,airtime,8,1,0,1
194874.53,2025-03-16 17:50:19,aae32247-ba48-469b-83e5-1293eccbf779,Luwero,Central,26,transfer,10,1,0,1
170228.74,2025-05-19 16:19:42,b3aff4f1-adab-4712-a6a3-dfd6255abd09,Lira,Northern,19,airtime,5,1,0,1
172219.93,2025-03-05 17:35:56,2da35c38-94ce-4a34-a8f4-8423ea56d00b,Mukono,Central,24,withdrawal,4,1,0,1
270442.84,2025-05-01 12:27:22,ed172ba5-e582-4ca3-8d20-a23519db2a31,Njeru,Eastern,5,withdrawal,10,1,0,1
210754.79,2025-05-11 07:59:10,26aae009-ad32-4bbf-b2fb-f6b496925944,Hoima,Western,3,transfer,10,0,0,1
243573.57,2025-02-12 01:05:05,eb24de7a-bc82-4ee1-aa60-d6981598f582,Gulu,Northern,5,deposit,6,1,1,1
279407.7,2025-01-27 11:14:03,0c9d763d-3abb-4d4e-b1e8-aa61b39e6ef1,Soroti,Eastern,23,airtime,6,1,0,1
280348.34,2025-03-18 09:14:57,8c7e8ae3-2d91-4a1b-8979-a9620306c565,Kasese,Western,28,deposit,10,1,0,1
165701.81,2025-04-30 14:00:56,4d6c67b1-c33b-408c-af76-ce62d7503070,Mbale,Eastern,11,deposit,5,1,0,1
290490.25,2025-04-03 18:07:23,5dfc5eed-06d3-4d2f-9732-2f469167f0a9,Masaka,Central,21,deposit,7,1,0,1
104975.18,2025-05-04 04:46:24,e6a4dd93-7841-42d6-801a-3ec6ef9f47d3,Bushenyi,Western,16,deposit,8,0,1,1
175367.11,2025-02-01 06:13:32,69a8db6b-738a-411f-a8a8-68c9d86d4734,Luwero,Central,6,transfer,5,1,0,1
279159.77,2025-04-20 01:46:54,2212b6ac-f0a7-4c4f-8b8f-2eddac6eceb6,Fort Portal,Western,7,airtime,10,0,1,1
154927.38,2025-03-18 15:56:05,449e7e55-b41e-4eb8-abae-85da4c39d711,Kampala,Central,6,airtime,3,0,0,1
154616.29,2025-02-26 05:38:33,671ac28e-bf44-4dbe-a90b-afe61c97a67f,Tororo,Eastern,8,transfer,9,1,1,1
160524.46,2025-03-31 15:37:23,4caf0a00-e6f3-43ba-8d2a-0c2f2eaec271,Tororo,Eastern,26,airtime,9,1,0,1
222462.68,2025-04-21 22:34:03,83b436c7-9b6b-437a-ad6d-42ff1f2566c8,Kabale,Western,9,deposit,10,1,1,1
187666.56,2025-05-08 14:21:57,1272c86e-bdf5-4f25-9f07-158cee25a6b2,Bushenyi,Western,8,airtime,9,0,0,1
245346.97,2025-05-14 14:53:33,d59fd901-3d90-4af2-8237-82ea00c0e070,Masaka,Central,5,deposit,4,1,0,1
278982.13,2025-01-26 13:53:30,58818a84-aee9-4324-9633-fb6af323208a,Bushenyi,Western,14,transfer,9,1,0,1
234839.87,2025-03-11 23:44:22,56e7abd2-6c7f-497a-b9ea-8db556b9fc01,Mbale,Eastern,16,deposit,8,0,1,1
140893.34,2025-04-20 13:50:39,cca471cf-a1e5-41d1-9ab1-c9bf00296a24,Arua,Northern,27,deposit,7,0,0,1
286536.38,2025-02-03 04:59:39,b96e3e11-e614-4783-bccf-1cc3a5843ce9,Mukono,Central,21,deposit,3,0,1,1
152898.57,2025-03-26 08:08:21,41893859-589e-4281-ba64-88f71d41e10e,Entebbe,Central,14,deposit,6,1,0,1
129978.86,2025-04-10 07:21:48,502bee51-20ca-4bc5-ad42-8c2f046552c3,Gulu,Northern,4,airtime,5,1,0,1
117993.46,2025-03-24 16:17:26,ad6e31b0-3e3d-4ee5-8834-c9236ba14635,Mukono,Central,23,deposit,7,0,0,1
212676.75,2025-02-20 07:45:09,a387cbcb-0009-43ac-a892-930f24ca0461,Hoima,Western,6,transfer,6,1,0,1
122752.49,2025-05-19 07:21:36,7c26b660-5141-48a6-9683-84ba23ceab18,Kasese,Western,18,transfer,5,0,0,1
127755.18,2025-03-06 11:48:46,1b3ee03f-df93-4501-bf53-1b49a8e5bad7,Fort Portal,Western,12,transfer,3,1,0,1
160006.1,2025-04-16 01:26:34,e95ad422-ecff-4762-b206-137aed869dd9,Soroti,Eastern,12,airtime,4,0,1,1
156330.6,2025-02-09 20:01:39,57d4580e-29db-4921-af5f-90fae16de036,Kabale,Western,7,airtime,7,0,0,1
220847.9,2025-01-19 03:13:07,e437ce56-53df-45a5-b0a3-4320f1a1e406,Lira,Northern,3,withdrawal,10,1,1,1
263349.06,2025-01-21 02:29:33,83d286b8-5ea6-4d76-9004-c96de2578fae,Njeru,Eastern,9,airtime,8,1,1,1
252269.93,2025-01-18 02:28:28,131e1e33-813b-420b-bcc2-1a403d44f189,Kabale,Western,6,withdrawal,7,1,1,1
152496.89,2025-03-18 12:49:26,8d498756-6c6e-41c2-905b-f7956d2bebb0,Kabale,Western,13,deposit,4,0,0,1
149062.1,2025-01-21 13:23:52,9d2d84e7-94dc-41f1-b3c7-fdc25876bf7d,Lira,Northern,6,withdrawal,4,0,0,1
293158.31,2025-01-01 06:44:21,0c22614e-0c89-4654-b198-b439b974a4a6,Entebbe,Central,9,transfer,5,0,0,1
101647.25,2025-04-23 09:45:49,593b22da-6423-4510-801b-84787883428b,Mukono,Central,10,deposit,10,1,0,1
